DocuNo,docudate,shipmentday,custcode,custname,contact,shipdate,creditdays,transpcode,EmpCode,EmpName,goodcode,goodname,invecode,locacode,goodunit,goodqty,goodprice,gooddiscamnt,goodamnt,jobcodehd,jobnamehd,unitrate,VAttype,goodcompare,goodcompareqty,VatRate,SumGoodAmnt,BillDiscFormula,BillAftrDiscAmnt,TotaBaseAmnt,VATAmnt,NetAmnt,vatcode,taxtype,GoodType,saleareacode,saleareaname,departmentcode,departmentname,jobcodedt,jobnamedt,exchdate,CurrCode,CurrName,CurrTypeCode,CurrTypeName,ExchRate,remark1,remark2,remark3
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S056030WNG5H8AY,แผ่นชั้น-W600-D300-H8-White(TOA PC MP2472-10),ML,ML,Pcs,28.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S059025WNG5H8AY,แผ่นชั้นShelf-W900-D250-H8-White(TOA PC MP2472-10)-GEN5,ML,ML,Pcs,594.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S059030WNG5H8AY,แผ่นชั้นShelf-W900-D300-H8-White(TOA PC MP2472-10)-GEN5,ML,ML,Pcs,145.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S059035WNG5H8AY,แผ่นชั้นShelf-W900-D350-H8-White(TOA PC MP2472-10)-GEN5,ML,ML,Pcs,46.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S059040WNG5H8AY,แผ่นชั้น-W900-D400-H8-White(TOA PC MP2472-10),ML,ML,Pcs,106.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S229030XXG5XXAY,"ตะแกรงขนม-W900-D300-White(TOA PC MP2472-10)-GEN.5/ลวด,สี,แพ็ค,ขนส่ง",ML,ML,Pcs,49.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S229035XXG5XXAY,"ตะแกรงขนม-W900-D350-White(TOA PC MP2472-10)-GEN.5/ลวด,สี,แพ็ค,ขนส่ง",ML,ML,Pcs,37.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,CPSP004G5AY,Shelf Cream Pack-W900-D200-H185-White(TOA PC MP2472-10)-GEN5,ML,ML,Pcs,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S1590A610139XXC,ป้ายราคาData-Strip-W900-Gen5-2in1-20mm.-Clear,ML,ML,Pcs,69.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S1590BKK18089XC,ป้ายราคาData-Strip-W900-3in1-20mm.-Clear,ML,ML,Pcs,1029.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S1560BKK18089XC,ป้ายราคาData-Strip-W600-3in1-20mm.-Clear,ML,ML,Pcs,168.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,CP010025HN-1,ชุดโครง-ชั้นวางกล้วย-W416-D350-H1650-Black(TOA PC MPNA37-10),ML,ML,Pcs,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S1490127RTG5XHN,คิกเพท-W900-H127-สีดำ-Black(TOA PC MPNA37-10-GEN5,ML,ML,Pcs,146.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S1460127RTG5XHN,คิกเพท-W600-H127-สีดำ-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,22.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S01P1G5H1187XHN,Pole-I-(H Hold)-(19x38)-H1870-Black(TOA PC MPNA37-10)-(มีรูเสาด้านเดียว),ML,ML,Pcs,25.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0690D945BLG5HN,ผนังหลังทึบBack Panel-W900-D9-H450-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,64.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S228060XXSTQ001,ตะแกรง-W800-D600-(ชั้น)-CL(ha02-90),ML,ML,Pcs,36.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0590PXXCAG5XAY,แผ่นชั้นแคนดี้-W900-White(TOA PC MP2472-10)-GEN5-เกี่ยวเสา,ML,ML,Pcs,50.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S1490127HVG5XHN,คิกเพทKick Plate-W900-H127-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,9.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S01PIG5XX165XHN,Pole-I-(H Hold)-(19x38)-H1650-Black(TOA PC MPNA37-10),ML,ML,Pcs,91.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S02200G5H136XHN,Extention Leg-D200-H136-Black(TOA PC MPNA37-10),ML,ML,Pcs,10.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S02400G5XX2SXHN,Extention Leg 2 Side-D400-H136-Black(TOA PC MPNA37-10),ML,ML,Pcs,10.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,SP010012HN,Back Support Connector-(OUT)-W100-D40-H30-Black(TOA PC MPNA37-10),ML,ML,Pcs,26.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S17XX20G5XXBTHN,แขนBracket-W200-T2.6-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,96.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S17XX40UNBTG5HN,แขนBracket for Heavy Shelf-D400-H60-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,262.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S31XXXXXXXXG5HA,Plastic Cap Gen5-Black,ML,ML,Pcs,191.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S4412587ITKO001,สติ๊กเกอร์Set-Sticker-W1250-D87-Orange+ติดกันตก-Wire Wing 24 Shopping(7-11)(IT),ML,ML,Pcs,2.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S4412587BTKO001,สติ๊กเกอร์Set-Sticker-W1250-D87-Orange+ติดกันตก-Wire Wing 24 Shopping(7-11)(Beauty),ML,ML,Pcs,2.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,SP010010QA,คานยึดเสา Shelf Stock-W1200-Cream(ha02-90)-แบบเกี่ยวเสา,ML,ML,Pcs,6.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S029XXXXXXXXXQA,ตัวดันหลัง Pusher L.29 T Rail For ถาด Fix ABS-Cream(ha02-90),ML,ML,Pcs,255.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,RV-03,Wooden Packing,ML,ML,งาน,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,CPSH090100G5SAY,Shelf-W900-D100-H10-Steel-White(TOA PC MP2472-10)-GEN5,ML,ML,Pcs,2.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0820D4G52BRXHN,ฮุกHook-W200-Dia.4mm.-(2 deck)-Black(TOA PC MPNA37-10)(W/Name)-GEN5,ML,ML,Pcs,22.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S47604330G5XXHN,Clip Lock-Wire Wing-W60-D43-H30.5-Black(TOA PC MPNA37-10),ML,ML,Pcs,39.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S20299050XG4HN,Wire Wing Shelf -W295-D90-H50-Black(TOA PC MPNA37-10),ML,ML,Pcs,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S22291113XG4HN,Wire Wing Basket-W295-D115-H131-Black(TOA PC MPNA37-10),ML,ML,Pcs,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S22301013XG4HN,Wire Wing Structure-W300-D100-H1350-Black(TOA PC MPNA37-10),ML,ML,Pcs,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0930XXXRTG4HN,Wire Wing Bar-W300-Black(TOA PC MPNA37-10),ML,ML,Pcs,6.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
